EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS & FORT WORTH, TEXAS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;1153;190;207383;0;3557;30700700;9505330;4905180;2594460;0;107172;13;1709670000;0;29323900;3724;595000;133,034;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK, NEW YORK;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;631;99;196424;0;3179;23298600;4835980;4215200;1964990;0;76640;10;1505390000;0;24363900;3040;550000;95,467;0
AAL;AMERICAN AIRLINES, INC.;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;4823;465;379063;0;30720;54064600;31706400;9006380;5547480;0;197220;30;2491960000;0;201953000;8224;1370000;249,117;0
ACA;AIR CANADA;ESTRANGEIRA;2021;1;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;389;8;43706;0;0;17664300;3168020;3434180;641058;0;65152;8;355942000;0;0;2169;421683;78,983;0
ACA;AIR CANADA;ESTRANGEIRA;2021;1;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;360;4;20266;0;0;9767250;2949840;1878620;431543;0;32776;4;166060000;0;0;1192;229268;43,484;0
ACA;AIR CANADA;ESTRANGEIRA;2021;1;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;981;34;113896;0;862;21976300;8038310;4233530;1663770;0;73746;9;933264000;0;7063230;2682;516663;97,101;0
ACA;AIR CANADA;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYUL;MONTREAL, QUEBEC;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;1102;28;87603;0;702;17664300;8974690;3434180;1526870;0;65152;8;713439000;0;5717090;2169;421683;79,833;0
ACA;AIR CANADA;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;3138;73;202650;0;4037;34193600;25712800;6585490;4007740;0;114716;14;1660510000;0;33079200;4173;803698;128,851;0
ACA;AIR CANADA;ESTRANGEIRA;2021;2;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;762;8;158957;0;414;20370300;6243830;5720850;1867820;0;98328;12;1302490000;0;3392320;2486;698177;125,95;0
ACA;AIR CANADA;ESTRANGEIRA;2021;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;1775;25;218344;0;5595;25253900;14544400;5720850;3143940;0;98328;12;1789110000;0;45845400;3082;698177;112,099;0
ACA;AIR CANADA;ESTRANGEIRA;2021;3;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;223182;0;0;0;0;5174200;1828750;0;90134;11;1828750000;0;0;0;631463;107,334;0
ACA;AIR CANADA;ESTRANGEIRA;2021;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;296354;0;3546;0;0;5174200;2457380;0;90134;11;2428320000;0;29055900;0;631463;112,583;0
ACA;AIR CANADA;ESTRANGEIRA;2021;4;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;146853;0;527;0;0;3763140;1207630;0;65552;8;1203310000;0;4318240;0;459256;74,85;0
ACA;AIR CANADA;ESTRANGEIRA;2021;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;250453;0;5380;0;0;3763140;2096290;0;65552;8;2052210000;0;44083700;0;459256;84,366;0
ACA;AIR CANADA;ESTRANGEIRA;2021;5;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;303227;0;66;0;0;5736360;2485180;0;98328;12;2484640000;0;540804;0;700070;115,117;0
ACA;AIR CANADA;ESTRANGEIRA;2021;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;353536;0;6313;0;0;5736360;2948600;0;98328;12;2896870000;0;51728700;0;700070;122,499;0
ACA;AIR CANADA;ESTRANGEIRA;2021;6;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;146022;0;722;0;0;3763140;1202420;0;65552;8;1196500000;0;5916070;0;459256;78,717;0
ACA;AIR CANADA;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;271004;0;7002;0;0;3763140;2277980;0;65552;8;2220610000;0;57374400;0;459256;79,584;0
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;MMUN;CANCUN/INTL;;;MÉXICO;AMÉRICA DO NORTE;INTERNACIONAL;IMPRODUTIVO;;;;;;0;0;0;0;0;4863;1;0;0;0;0;0;7;
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;2;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;;;;;;0;0;159750;0;0;1065;1;0;0;0;0;150000;2;
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;3;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;GVAC;ILHA DO SAL;;;CABO VERDE;ÁFRICA;INTERNACIONAL;IMPRODUTIVO;;;;;;0;0;0;0;0;3450;1;0;0;0;0;0;5;
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;3;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;IMPRODUTIVO;;;;;;0;0;0;0;0;4562;1;0;0;0;0;0;6,5;
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;HKMO;MOMBASA;;;QUÊNIA;ÁFRICA;INTERNACIONAL;IMPRODUTIVO;;;;;;0;0;0;0;0;9428;1;0;0;0;0;0;11,917;
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;3;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;;;;;;0;0;319500;0;0;2130;2;0;0;0;0;300000;3,75;
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;3;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;;;;;;0;0;502350;0;0;3349;1;0;0;0;0;150000;4,5;
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;5;KIAD;WASHINGTON, DC;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;;;;;;0;0;0;0;0;7577;1;0;0;0;0;0;10,333;
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GVAC;ILHA DO SAL;;;CABO VERDE;ÁFRICA;INTERNACIONAL;IMPRODUTIVO;;;;;;0;0;0;0;0;5147;1;0;0;0;0;0;6,65;
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;5;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;11472;0;0;0;0;974400;74522;0;6496;1;74522100;0;0;0;150000;9,25;0
ADB;ANTONOV COMPANY;ESTRANGEIRA;2021;5;SMJP;ZANDERIJ;;;SURINAME;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;94167;0;0;0;0;502350;315365;0;3349;1;315365000;0;0;0;150000;5;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;1;GCLP;LAS PALMAS;;;ILHAS CANÁRIAS;ÁFRICA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;1752630;1059850;265412;100556;0;5170;1;5170000;0;0;339;51337;6,5;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;1;LEMD;MADRID;;;ESPANHA;EUROPA;GCLP;LAS PALMAS;;;ILHAS CANÁRIAS;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;598335;361825;90609;34329;0;1765;1;1765000;0;0;339;51337;2,4;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2225;23;66046;3240;0;34081700;18641000;4366370;2231020;0;100536;12;553333000;27144700;0;4068;521172;121,217;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;205;0;1000;0;0;;;;;;;;;;;;;;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;483;5;14500;0;0;14099700;3348160;1806380;401845;0;41592;6;100514000;0;0;2034;260586;51,6333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;2948;46;101330;0;0;34081700;24698300;4366370;3071790;0;100536;12;848943000;0;0;4068;521172;111,067;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;1375;5;82012;0;0;18799600;9531500;2408500;1426340;0;55456;8;568507000;0;0;2712;347448;61,45;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;2;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1607;25;38868;19645;0;17024100;13463400;2794090;1537340;0;50268;6;325636000;164586000;0;2032;333504;60,05;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;2;LEMD;MADRID;;;ESPANHA;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;144;0;1315;0;0;2072670;998208;355868;98954;0;6932;1;9115580;0;0;299;51337;8,43333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;635;8;58910;0;0;13949400;5320030;2328410;972349;0;41890;5;493548000;0;0;1665;277920;46,7333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;105;3;9224;0;0;2789870;879690;465682;156450;0;8378;1;77278700;0;0;333;55584;9,23333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;92;3;17398;0;0;2072670;637744;355868;177999;0;6932;1;120603000;0;0;299;51337;7,66667;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;3;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1035;22;51077;6867;0;16739200;8671230;2794090;1208330;0;50268;6;427923000;57531700;0;1998;333504;60,5667;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;649;8;53628;0;0;11159500;5437320;1862730;938652;0;33512;4;449295000;0;0;1332;222336;37,5333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;220;4;23499;0;0;5579750;1843160;931364;362758;0;16756;2;196875000;0;0;666;111168;18,6167;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;4;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;831;17;79884;3110;0;22654100;6962120;3725460;1295860;0;67024;8;669268000;26055600;0;2704;444672;81,3833;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;952;9;117586;8405;0;22654100;7975860;3725460;1702960;0;67024;8;985136000;70417100;0;2704;444672;74,7833;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;5;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;530;7;80968;3380;0;19822300;4440340;3259770;1077980;0;58646;7;678350000;28317600;0;2366;389088;70;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;5;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;674;15;129782;0;0;22654100;5646770;3725460;1595520;0;67024;8;1087310000;0;0;2704;444672;74,9333;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;6;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;982;15;89742;3385;0;22654100;8227200;3725460;1492300;0;67024;8;751858000;28359500;0;2704;444672;79,35;0
AEA;AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA;ESTRANGEIRA;2021;6;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;929;8;114909;18705;0;25485900;7783160;4191140;1663190;0;75402;9;962708000;156710000;0;3042;500256;84,8333;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;1;LFPG;PARIS;;;FRANÇA;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;183;9;1040;405;0;6017150;1295460;1191660;123952;0;21237;3;7362160;2867000;0;850;168337;28,25;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;1;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;113;6;17093;348;1695;6998210;1037790;1221540;265949;0;18368;2;156982000;3196030;15566900;762;133008;23,2;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;1;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2392;157;240061;3132;4803;62983900;21968100;10911500;4225950;0;165312;18;2204720000;28764300;44110800;6858;1188100;204,334;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;1;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5633;59;348021;11852;9375;98592600;52978400;16945000;8129350;0;300960;32;3273140000;111468000;88171900;10483;1801700;375,733;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;628;18;31357;468;0;6017150;4445610;1208650;622079;0;21237;3;221976000;3312970;0;850;170737;24,7;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;NÃO REGULAR;623;85;14153;314;0;6998210;5721630;1221540;644928;0;18368;2;129981000;2883780;0;762;133008;21,317;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;4868;120;213218;2512;0;59484800;44707700;10343400;5981880;0;156128;17;1958190000;23070200;0;6477;1126240;185,883;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;NÃO REGULAR;149;3;8527;178;0;2633400;1401340;485298;206317;0;9405;1;80196400;1674090;0;280;51600;11,4;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;8464;98;437624;11699;0;96363600;79603900;16405100;11280200;0;291555;31;4115850000;110029000;0;10246;1744300;339,734;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;2;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1712;43;277633;2784;1207;55985700;15723000;9656810;3975930;0;146944;16;2549780000;25568300;11085100;6096;1051480;183,984;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;2;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3445;33;477335;12238;9352;85190500;32400200;15607600;7493300;0;272745;29;4489340000;115098000;87955600;9058;1659500;344,467;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;3813;62;400806;2512;0;55985700;35018600;9679130;6832670;0;146944;16;3681000000;23070200;0;6096;1053910;176,982;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;7542;71;550226;12708;35;85359800;70932500;15591600;11559100;0;272745;29;5174880000;119519000;329175;9076;1657800;316,466;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;3;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1283;23;253156;2958;703;59484800;11783100;10309000;3391910;0;156128;17;2324980000;27166300;6456350;6477;1122500;192,332;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;3;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2879;30;572079;13226;6551;94200400;27077000;17115200;7878930;0;300960;32;5380400000;124391000;61612200;10016;1819800;373,298;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;3038;53;587972;2986;0;62983900;27901000;10942700;7911020;0;165312;18;5399930000;27423400;0;6858;1191500;197,415;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;7005;39;608319;13533;0;94463800;65882000;16996700;11650600;0;300960;32;5721240000;127278000;0;10044;1807200;357,598;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;4;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;727;20;178255;2137;6814;45488400;6676770;7867020;2300580;0;119392;13;1637090000;19626200;62579800;4953;856601;149,684;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;4;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1633;29;463166;9505;4310;70142500;15358400;13879900;5778860;0;235125;25;4356080000;89394500;40535600;7458;1475800;290,349;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;4;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;1463;21;338397;1727;0;41989200;13436200;7239060;4317090;0;110208;12;3107840000;15860800;0;4572;788226;130,032;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;4;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;4214;39;640815;10350;0;67104700;39632700;13975800;9593790;0;235125;25;6026860000;97341800;0;7135;1486000;273,966;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;5;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;651;18;161661;5275;5064;35900300;5978780;6504930;2069290;0;119392;13;1484690000;48445600;46507800;3909;708290;146,267;0
AFR;SOCIÉTÉ AIR FRANCE;ESTRANGEIRA;2021;5;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1328;27;388752;8835;4948;64048100;12489800;11978200;4826830;0;206910;22;3656210000;83093200;46535900;6810;1273600;255,351;0
